foodId,servingSize,servingSizeUnit,householdServingFullText
2345424,95,Quantity not specified,Quantity not specified
2345425,13,1 piece,1 piece
2345425,13,1 floweret,1 floweret
2345425,160,1 cup,1 cup
2345425,80,Quantity not specified,Quantity not specified
2345426,13,1 piece,1 piece
2345426,80,Quantity not specified,Quantity not specified
2345426,160,1 cup,1 cup
2345426,13,1 floweret,1 floweret
2345427,95,Quantity not specified,Quantity not specified
2345427,190,1 cup,1 cup
2345428,95,Quantity not specified,Quantity not specified
2345428,190,1 cup,1 cup
2345429,155,1 cup,1 cup
2345429,42,1 stalk,1 stalk
2345429,78,Quantity not specified,Quantity not specified
2345430,78,Quantity not specified,Quantity not specified
2345430,218,1 fennel bulb,1 fennel bulb
2345431,230,1 whole,1 whole
2345431,165,1 cup,1 cup
2345431,83,Quantity not specified,Quantity not specified
2345432,85,Quantity not specified,Quantity not specified
2345432,8,1 baby corn,1 baby corn
2345432,170,1 cup,1 cup
2345432,108,1 regular ear,1 regular ear
2345432,57,1 mini ear,1 mini ear
2345433,83,Quantity not specified,Quantity not specified
2345433,165,1 cup,1 cup
2345433,8,1 baby corn,1 baby corn
2345433,55,1 mini ear,1 mini ear
2345433,105,1 regular ear,1 regular ear
2345434,83,Quantity not specified,Quantity not specified
2345434,8,1 baby corn,1 baby corn
2345434,55,1 mini ear,1 mini ear
2345434,165,1 cup,1 cup
2345434,105,1 regular ear,1 regular ear
2345435,8,1 baby corn,1 baby corn
2345435,165,1 cup,1 cup
2345435,83,Quantity not specified,Quantity not specified
2345436,170,1 cup,1 cup
2345436,57,1 mini ear,1 mini ear
2345436,85,Quantity not specified,Quantity not specified
2345436,8,1 baby corn,1 baby corn
2345436,108,1 regular ear,1 regular ear
2345437,108,1 regular ear,1 regular ear
2345437,170,1 cup,1 cup
2345437,85,Quantity not specified,Quantity not specified
2345437,8,1 baby corn,1 baby corn
2345437,57,1 mini ear,1 mini ear
2345438,108,1 regular ear,1 regular ear
2345438,170,1 cup,1 cup
2345438,85,Quantity not specified,Quantity not specified
2345438,57,1 mini ear,1 mini ear
2345438,8,1 baby corn,1 baby corn
2345439,8,1 baby corn,1 baby corn
2345439,85,Quantity not specified,Quantity not specified
2345439,170,1 cup,1 cup
2345440,57,1 mini ear,1 mini ear
2345440,170,1 cup,1 cup
2345440,108,1 regular ear,1 regular ear
2345440,85,Quantity not specified,Quantity not specified
2345440,8,1 baby corn,1 baby corn
2345441,85,Quantity not specified,Quantity not specified
2345441,57,1 mini ear,1 mini ear
2345441,8,1 baby corn,1 baby corn
2345441,170,1 cup,1 cup
2345441,108,1 regular ear,1 regular ear
2345442,85,Quantity not specified,Quantity not specified
2345442,170,1 cup,1 cup
2345442,108,1 regular ear,1 regular ear
2345442,57,1 mini ear,1 mini ear
2345442,8,1 baby corn,1 baby corn
2345443,8,1 baby corn,1 baby corn
2345443,85,Quantity not specified,Quantity not specified
2345443,57,1 mini ear,1 mini ear
2345443,108,1 regular ear,1 regular ear
2345443,170,1 cup,1 cup
2345444,170,1 cup,1 cup
2345444,85,Quantity not specified,Quantity not specified
2345444,8,1 baby corn,1 baby corn
2345445,8,1 baby corn,1 baby corn
2345445,85,Quantity not specified,Quantity not specified
2345445,170,1 cup,1 cup
2345446,250,1 cup,1 cup
2345446,125,Quantity not specified,Quantity not specified
2345447,165,1 cup,1 cup
2345447,83,Quantity not specified,Quantity not specified
2345447,8,1 baby corn,1 baby corn
2345448,8,1 baby corn,1 baby corn
2345448,85,Quantity not specified,Quantity not specified
2345448,170,1 cup,1 cup
2345449,8,1 baby corn,1 baby corn
2345449,85,Quantity not specified,Quantity not specified
2345449,170,1 cup,1 cup
2345450,8,1 baby corn,1 baby corn
2345450,85,Quantity not specified,Quantity not specified
2345450,170,1 cup,1 cup
2345451,185,1 cup,1 cup
2345451,10,1 slice,1 slice
2345451,93,Quantity not specified,Quantity not specified
2345452,55,1 slice,1 slice
2345452,53,Quantity not specified,Quantity not specified
2345452,95,1 cup,1 cup
2345452,540,1 whole,1 whole
2345453,565,1 whole,1 whole
2345453,50,Quantity not specified,Quantity not specified
2345453,100,1 cup,1 cup
2345453,55,1 slice,1 slice
2345454,109,1 cup,1 cup
2345454,55,Quantity not specified,Quantity not specified
2345455,3,1 clove,1 clove
2345455,5,Quantity not specified,Quantity not specified
2345455,5,1 teaspoon,1 teaspoon
2345456,85,Quantity not specified,Quantity not specified
2345456,170,1 cup,1 cup
2345457,170,1 cup,1 cup
2345457,85,Quantity not specified,Quantity not specified
2345458,7,1 slice,1 slice
2345458,85,1 whole,1 whole
2345458,85,Quantity not specified,Quantity not specified
2345458,170,1 cup,1 cup
2345459,10,1 slice,1 slice
2345459,125,1 cup,1 cup
2345459,63,Quantity not specified,Quantity not specified
2345460,78,Quantity not specified,Quantity not specified
2345460,6,1 piece/slice,1 piece/slice
2345460,155,1 cup,1 cup
2345460,13,1 whole,1 whole
2345461,80,Quantity not specified,Quantity not specified
2345461,13,1 whole,1 whole
2345461,160,1 cup,1 cup
2345461,6,1 piece/slice,1 piece/slice
2345462,160,1 cup,1 cup
2345462,80,Quantity not specified,Quantity not specified
2345462,6,1 piece/slice,1 piece/slice
2345462,13,1 whole,1 whole
2345463,6,1 piece/slice,1 piece/slice
2345463,160,1 cup,1 cup
2345463,80,Quantity not specified,Quantity not specified
2345463,13,1 whole,1 whole
2345464,160,1 cup,1 cup
2345464,80,Quantity not specified,Quantity not specified
2345464,6,1 piece/slice,1 piece/slice
2345464,13,1 whole,1 whole
2345465,80,Quantity not specified,Quantity not specified
2345465,13,1 whole,1 whole
2345465,6,1 piece/slice,1 piece/slice
2345465,160,1 cup,1 cup
2345466,72,Quantity not specified,Quantity not specified
2345466,145,1 cup,1 cup
2345467,160,1 cup,1 cup
2345467,10,1 pod,1 pod
2345467,80,Quantity not specified,Quantity not specified
2345468,5,1 piece,1 piece
2345468,93,Quantity not specified,Quantity not specified
2345468,185,1 cup,1 cup
2345469,165,1 cup,1 cup
2345469,10,1 pod,1 pod
2345469,83,Quantity not specified,Quantity not specified
2345470,83,Quantity not specified,Quantity not specified
2345470,10,1 pod,1 pod
2345470,165,1 cup,1 cup
2345471,5,1 piece,1 piece
2345471,190,1 cup,1 cup
2345471,95,Quantity not specified,Quantity not specified
2345472,86,1 cup,1 cup
2345472,43,Quantity not specified,Quantity not specified
2345473,105,Quantity not specified,Quantity not specified
2345473,210,1 cup,1 cup
2345473,15,1 slice,1 slice
2345473,148,1 whole,1 whole
2345474,15,1 slice,1 slice
2345474,151,1 whole,1 whole
2345474,108,Quantity not specified,Quantity not specified
2345474,215,1 cup,1 cup
2345475,5,1 pearl onion,1 pearl onion
2345475,93,Quantity not specified,Quantity not specified
2345475,185,1 cup,1 cup
2345476,15,Quantity not specified,Quantity not specified
2345476,15,1 whole,1 whole
2345476,225,1 cup,1 cup
2345477,145,1 cup,1 cup
2345477,73,Quantity not specified,Quantity not specified
2345477,40,1 heart,1 heart
2345478,215,"1 cup, mashed","1 cup, mashed"
2345478,160,1 cup,1 cup
2345478,100,1 whole,1 whole
2345478,80,Quantity not specified,Quantity not specified
2345479,185,1 cup,1 cup
2345479,92,Quantity not specified,Quantity not specified
2345480,185,1 cup,1 cup
2345480,92,Quantity not specified,Quantity not specified
2345481,83,Quantity not specified,Quantity not specified
2345481,165,1 cup,1 cup
2345482,160,1 cup,1 cup
2345482,80,Quantity not specified,Quantity not specified
2345483,80,Quantity not specified,Quantity not specified
2345483,160,1 cup,1 cup
2345484,80,Quantity not specified,Quantity not specified
2345484,160,1 cup,1 cup
2345485,83,Quantity not specified,Quantity not specified
2345485,165,1 cup,1 cup
2345486,83,Quantity not specified,Quantity not specified
2345486,165,1 cup,1 cup
2345487,165,1 cup,1 cup
2345487,83,Quantity not specified,Quantity not specified
2345488,165,1 cup,1 cup
2345488,83,Quantity not specified,Quantity not specified
2345489,83,Quantity not specified,Quantity not specified
2345489,165,1 cup,1 cup
2345490,83,Quantity not specified,Quantity not specified
2345490,165,1 cup,1 cup
2345491,83,Quantity not specified,Quantity not specified
2345491,165,1 cup,1 cup
2345492,83,Quantity not specified,Quantity not specified
2345492,165,1 cup,1 cup
2345493,83,Quantity not specified,Quantity not specified
2345493,165,1 cup,1 cup
2345494,83,Quantity not specified,Quantity not specified
2345494,165,1 cup,1 cup
2345495,160,1 cup,1 cup
2345495,80,Quantity not specified,Quantity not specified
2345496,83,Quantity not specified,Quantity not specified
2345496,165,1 cup,1 cup
2345497,165,1 cup,1 cup
2345497,82,Quantity not specified,Quantity not specified
2345498,82,Quantity not specified,Quantity not specified
2345498,165,1 cup,1 cup
2345499,155,1 cup,1 cup
2345499,78,Quantity not specified,Quantity not specified
2345499,120,1 regular,1 regular
2345499,10,1 piece,1 piece
2345499,30,1 miniature,1 miniature
2345500,120,1 regular,1 regular
2345500,155,1 cup,1 cup
2345500,30,1 miniature,1 miniature
2345500,78,Quantity not specified,Quantity not specified
2345500,10,1 piece,1 piece
2345501,15,Quantity not specified,Quantity not specified
2345501,15,1 pepper,1 pepper
2345501,150,1 cup,1 cup
2345502,192,1 cup,1 cup
2345502,1,1 strip,1 strip
2345502,12,Quantity not specified,Quantity not specified
2345502,66,1 whole pimiento,1 whole pimiento
2345503,155,1 cup,1 cup
2345503,78,Quantity not specified,Quantity not specified
2345504,175,1 cup,1 cup
2345504,245,"1 cup, mashed","1 cup, mashed"
2345504,370,1 whole,1 whole
2345504,88,Quantity not specified,Quantity not specified
2345505,140,1 cup,1 cup
2345505,70,Quantity not specified,Quantity not specified
2345506,30,Quantity not specified,Quantity not specified
2345506,140,1 cup,1 cup
2345507,80,Quantity not specified,Quantity not specified
2345507,160,1 cup,1 cup
2345507,3,1 snow pea,1 snow pea
2345508,3,1 snow pea,1 snow pea
2345508,80,Quantity not specified,Quantity not specified
2345508,160,1 cup,1 cup
2345509,3,1 snow pea,1 snow pea
2345509,165,1 cup,1 cup
2345509,83,Quantity not specified,Quantity not specified
2345510,83,Quantity not specified,Quantity not specified
2345510,165,1 cup,1 cup
2345510,3,1 snow pea,1 snow pea
2345511,165,1 cup,1 cup
2345511,3,1 snow pea,1 snow pea
2345511,83,Quantity not specified,Quantity not specified
2345512,15,1 cup,1 cup
2345512,5,Quantity not specified,Quantity not specified
2345512,0.5,1 strip,1 strip
2345513,100,1 cup,1 cup
2345513,50,Quantity not specified,Quantity not specified
2345514,53,Quantity not specified,Quantity not specified
2345514,105,1 cup,1 cup
2345515,180,1 cup,1 cup
2345515,90,Quantity not specified,Quantity not specified
2345515,240,"1 cup, mashed","1 cup, mashed"
2345515,10,1 slice,1 slice
2345515,200,1 whole,1 whole
2345516,180,1 cup,1 cup
2345516,90,Quantity not specified,Quantity not specified
2345516,240,"1 cup, mashed","1 cup, mashed"
2345516,10,1 slice,1 slice
2345517,180,1 cup,1 cup
2345517,10,1 slice,1 slice
2345517,90,Quantity not specified,Quantity not specified
2345517,240,"1 cup, mashed","1 cup, mashed"
2345518,185,1 cup,1 cup
2345518,245,"1 cup, mashed","1 cup, mashed"
2345518,93,Quantity not specified,Quantity not specified
2345518,10,1 slice,1 slice
2345518,203,1 whole,1 whole
2345519,10,1 slice,1 slice
2345519,93,Quantity not specified,Quantity not specified
2345519,203,1 whole,1 whole
2345519,185,1 cup,1 cup
2345519,245,"1 cup, mashed","1 cup, mashed"
2345520,185,1 cup,1 cup
2345520,93,Quantity not specified,Quantity not specified
2345520,245,"1 cup, mashed","1 cup, mashed"
2345520,10,1 slice,1 slice
2345521,185,1 cup,1 cup
2345521,10,1 slice,1 slice
2345521,93,Quantity not specified,Quantity not specified
2345521,245,"1 cup, mashed","1 cup, mashed"
2345522,10,1 slice,1 slice
2345522,203,1 whole,1 whole
2345522,93,Quantity not specified,Quantity not specified
2345522,185,1 cup,1 cup
2345522,245,"1 cup, mashed","1 cup, mashed"
2345523,185,1 cup,1 cup
2345523,10,1 slice,1 slice
2345523,245,"1 cup, mashed","1 cup, mashed"
2345523,203,1 whole,1 whole
2345523,93,Quantity not specified,Quantity not specified
2345524,185,1 cup,1 cup
2345524,245,"1 cup, mashed","1 cup, mashed"
2345524,10,1 slice,1 slice
2345524,93,Quantity not specified,Quantity not specified
2345525,185,1 cup,1 cup
2345525,10,1 slice,1 slice
2345525,245,"1 cup, mashed","1 cup, mashed"
2345525,93,Quantity not specified,Quantity not specified
2345526,245,"1 cup, mashed","1 cup, mashed"
2345526,185,1 cup,1 cup
2345526,93,Quantity not specified,Quantity not specified
2345526,10,1 slice,1 slice
2345527,185,1 cup,1 cup
2345527,93,Quantity not specified,Quantity not specified
2345527,10,1 slice,1 slice
2345527,245,"1 cup, mashed","1 cup, mashed"
2345528,155,1 cup,1 cup
2345528,78,Quantity not specified,Quantity not specified
2345529,120,1 whole,1 whole
2345529,80,Quantity not specified,Quantity not specified
2345529,235,"1 cup, mashed","1 cup, mashed"
2345529,160,1 cup,1 cup
2345530,158,1 cup,1 cup
2345530,10,1 whole,1 whole
2345530,79,Quantity not specified,Quantity not specified
2345531,88,Quantity not specified,Quantity not specified
2345531,175,1 cup,1 cup
2345532,12,1 tablespoon,1 tablespoon
2345532,12,Quantity not specified,Quantity not specified
2345533,6,1 teaspoon,1 teaspoon
2345533,9,Quantity not specified,Quantity not specified
2345534,88,Quantity not specified,Quantity not specified
2345534,175,1 cup,1 cup
2345535,90,Quantity not specified,Quantity not specified
2345535,180,1 cup,1 cup
2345536,75,Quantity not specified,Quantity not specified
2345536,150,1 cup,1 cup
2345537,140,1 cup,1 cup
2345537,70,Quantity not specified,Quantity not specified
2345538,145,1 cup,1 cup
2345538,73,Quantity not specified,Quantity not specified
2345539,185,1 cup,1 cup
2345539,93,Quantity not specified,Quantity not specified
2345540,90,Quantity not specified,Quantity not specified
2345540,180,1 cup,1 cup
2345541,90,Quantity not specified,Quantity not specified
2345541,180,1 cup,1 cup
2345542,93,Quantity not specified,Quantity not specified
2345542,185,1 cup,1 cup
2345543,185,1 cup,1 cup
2345543,93,Quantity not specified,Quantity not specified
2345544,185,1 cup,1 cup
2345544,93,Quantity not specified,Quantity not specified
2345545,93,Quantity not specified,Quantity not specified
2345545,185,1 cup,1 cup
2345546,93,Quantity not specified,Quantity not specified
2345546,185,1 cup,1 cup
2345547,93,Quantity not specified,Quantity not specified
2345547,185,1 cup,1 cup
2345548,185,1 cup,1 cup
2345548,93,Quantity not specified,Quantity not specified
2345549,180,1 cup,1 cup
2345549,90,Quantity not specified,Quantity not specified
2345550,93,Quantity not specified,Quantity not specified
2345550,185,1 cup,1 cup
2345551,185,1 cup,1 cup
2345551,93,Quantity not specified,Quantity not specified
2345552,93,Quantity not specified,Quantity not specified
2345552,185,1 cup,1 cup
2345553,160,1 cup,1 cup
2345553,80,Quantity not specified,Quantity not specified
2345554,165,1 cup,1 cup
2345554,83,Quantity not specified,Quantity not specified
2345555,215,1 cup,1 cup
2345555,108,Quantity not specified,Quantity not specified
2345556,165,1 cup,1 cup
2345556,83,Quantity not specified,Quantity not specified
2345557,80,Quantity not specified,Quantity not specified
2345557,160,1 cup,1 cup
2345558,78,Quantity not specified,Quantity not specified
2345558,155,1 cup,1 cup
2345559,160,1 cup,1 cup
2345559,80,Quantity not specified,Quantity not specified
2345560,155,1 cup,1 cup
2345560,78,Quantity not specified,Quantity not specified
2345561,80,Quantity not specified,Quantity not specified
2345561,160,1 cup,1 cup
2345562,64,Quantity not specified,Quantity not specified
2345562,127,1 cup,1 cup
2345563,132,1 cup,1 cup
2345563,66,Quantity not specified,Quantity not specified
2345564,188,1 cup,1 cup
2345564,94,Quantity not specified,Quantity not specified
2345565,6,Quantity not specified,Quantity not specified
2345565,6,1 tablespoon,1 tablespoon
2345566,250,Quantity not specified,Quantity not specified
2345566,60,1 cup,1 cup
2345566,250,1 stuffed globe,1 stuffed globe
2345567,115,Quantity not specified,Quantity not specified
2345567,230,1 cup,1 cup
2345568,93,Quantity not specified,Quantity not specified
2345568,6,1 bean,1 bean
2345568,185,1 cup,1 cup
2345569,25,1 floweret,1 floweret
2345569,43,Quantity not specified,Quantity not specified
2345569,85,1 cup,1 cup
2345570,143,Quantity not specified,Quantity not specified
2345570,143,1 chili,1 chili
2345570,176,1 cup,1 cup
2345571,176,1 cup,1 cup
2345571,143,Quantity not specified,Quantity not specified
2345571,143,1 chili,1 chili
2345572,25,1 jalapeno pepper,1 jalapeno pepper
2345572,100,Quantity not specified,Quantity not specified
2345573,214,1 cup,1 cup
2345573,107,Quantity not specified,Quantity not specified
2345574,105,1 cup,1 cup
2345574,70,Quantity not specified,Quantity not specified
2345574,35,1 fritter,1 fritter
2345575,110,Quantity not specified,Quantity not specified
2345575,220,1 cup,1 cup
2345576,70,1 individual container,1 individual container
2345576,60,Quantity not specified,Quantity not specified
2345576,15,1 tablespoon,1 tablespoon
2345577,10,1 cubic inch,1 cubic inch
2345577,198,1 cup,1 cup
2345577,44,"1 slice (3"" dia, 1/2"" thick)","1 slice (3"" dia, 1/2"" thick)"
2345577,99,Quantity not specified,Quantity not specified
2345578,99,Quantity not specified,Quantity not specified
2345578,198,1 cup,1 cup
2345579,190,1 cup,1 cup
2345579,25,1 stuffed cap,1 stuffed cap
2345579,95,Quantity not specified,Quantity not specified
2345580,135,1 cup,1 cup
2345580,20,1 whole,1 whole
2345580,70,1 fast food order,1 fast food order
2345580,70,Quantity not specified,Quantity not specified
2345581,8,1 piece,1 piece
2345581,45,Quantity not specified,Quantity not specified
2345581,90,1 cup,1 cup
2345582,120,Quantity not specified,Quantity not specified
2345582,50,1 cup,1 cup
2345582,10,1 ring,1 ring
2345582,120,1 fast food order,1 fast food order
2345583,107,Quantity not specified,Quantity not specified
2345583,214,1 cup,1 cup
2345584,107,Quantity not specified,Quantity not specified
2345584,214,1 cup,1 cup
2345585,220,1 cup,1 cup
2345585,20,1 slice,1 slice
2345585,20,1 stick,1 stick
2345585,110,Quantity not specified,Quantity not specified
2345586,109,Quantity not specified,Quantity not specified
2345586,217,1 cup,1 cup
2345587,117,Quantity not specified,Quantity not specified
2345587,233,1 cup,1 cup
2345588,109,Quantity not specified,Quantity not specified
2345588,217,1 cup,1 cup
2345589,68,Quantity not specified,Quantity not specified
2345589,136,1 cup,1 cup
2345590,120,Quantity not specified,Quantity not specified
2345590,239,1 cup,1 cup
2345591,220,1 cup,1 cup
2345591,165,Quantity not specified,Quantity not specified
2345592,7,1 piece,1 piece
2345592,63,Quantity not specified,Quantity not specified
2345592,63,1 cup,1 cup
2345592,30,1 fritter,1 fritter
2345593,48,Quantity not specified,Quantity not specified
2345593,12,1 pakora,1 pakora
2345594,240,Quantity not specified,Quantity not specified
2345594,240,1 cup,1 cup
2345595,200,1 cup,1 cup
2345595,200,Quantity not specified,Quantity not specified
2345596,220,1 cup,1 cup
2345596,220,Quantity not specified,Quantity not specified
2345597,145,1 cup,1 cup
2345597,30,Quantity not specified,Quantity not specified
2345598,30,Quantity not specified,Quantity not specified
2345598,10,1 slice,1 slice
2345598,170,1 cup,1 cup
2345598,25,1 whole,1 whole
2345599,30,Quantity not specified,Quantity not specified
2345599,150,1 cup,1 cup
2345600,15,1 tablespoon,1 tablespoon
2345600,15,Quantity not specified,Quantity not specified
2345601,125,1 cup,1 cup
2345601,13,1 floweret,1 floweret
2345601,30,Quantity not specified,Quantity not specified
2345602,30,Quantity not specified,Quantity not specified
2345602,150,1 cup,1 cup
2345603,30,Quantity not specified,Quantity not specified
2345603,150,1 cup,1 cup
2345604,30,Quantity not specified,Quantity not specified
2345604,150,1 cup,1 cup
2345605,7,1 slice,1 slice
2345605,155,1 cup,1 cup
2345605,30,Quantity not specified,Quantity not specified
2345605,21,1 stacker,1 stacker
2345605,30,1 miniature,1 miniature
2345605,80,1 regular,1 regular
2345605,40,1 half,1 half
2345605,40,1 spear,1 spear
2345606,15,Quantity not specified,Quantity not specified
2345606,9,1 individual packet,1 individual packet
2345606,15,Guideline amount on regular sandwich,Guideline amount on regular sandwich
2345606,30,Guideline amount on large sandwich,Guideline amount on large sandwich
2345606,15,1 tablespoon,1 tablespoon
2345607,40,1 spear,1 spear
2345607,21,1 stacker,1 stacker
2345607,7,1 slice,1 slice
2345607,30,"1 pickle, any size","1 pickle, any size"
2345607,155,1 cup,1 cup
2345607,30,Quantity not specified,Quantity not specified
2345608,30,Quantity not specified,Quantity not specified
2345608,95,1 cup,1 cup
2345609,30,Quantity not specified,Quantity not specified
2345609,240,1 cup,1 cup
2345610,5,Quantity not specified,Quantity not specified
2345610,15,1 tablespoon,1 tablespoon
2345611,30,Quantity not specified,Quantity not specified
2345611,155,1 cup,1 cup
2345611,6,1 piece/slice,1 piece/slice
2345611,13,1 whole,1 whole
2345612,5,Quantity not specified,Quantity not specified
2345612,5,1 packet,1 packet
2345612,5,Guideline amount on regular sandwich,Guideline amount on regular sandwich
2345612,10,Guideline amount on large sandwich,Guideline amount on large sandwich
2345612,15,1 tablespoon,1 tablespoon
2345613,60,Quantity not specified,Quantity not specified
2345613,15,1 tablespoon,1 tablespoon
2345613,70,1 individual container,1 individual container
2345614,11,1 pod,1 pod
2345614,30,Quantity not specified,Quantity not specified
2345615,135,1 cup,1 cup
2345615,15,Quantity not specified,Quantity not specified
2345615,5,1 olive,1 olive
2345616,15,Quantity not specified,Quantity not specified
2345616,135,1 cup,1 cup
2345616,4,1 olive,1 olive
2345617,135,1 cup,1 cup
2345617,15,Quantity not specified,Quantity not specified
2345617,5,1 olive,1 olive
2345618,15,Quantity not specified,Quantity not specified
2345618,5,1 olive,1 olive
2345618,135,1 cup,1 cup
2345619,32,Quantity not specified,Quantity not specified
2345619,16,1 tablespoon,1 tablespoon
2345620,9,Guideline amount per sandwich,Guideline amount per sandwich
2345620,9,1 packet,1 packet
2345620,16,1 tablespoon,1 tablespoon
2345620,5,Quantity not specified,Quantity not specified
2345620,0.8,10 drops,10 drops
2345621,30,1 whole,1 whole
2345621,150,1 cup,1 cup
2345621,30,Quantity not specified,Quantity not specified
2345622,150,1 cup,1 cup
2345622,30,Quantity not specified,Quantity not specified
2345622,2,1 slice,1 slice
2345622,15,1 whole,1 whole
2345623,2,1 slice,1 slice
2345623,30,Quantity not specified,Quantity not specified
2345623,10,Guideline amount per sandwich,Guideline amount per sandwich
2345623,15,1 whole,1 whole
2345623,150,1 cup,1 cup
2345624,40,1 spear,1 spear
2345624,30,Quantity not specified,Quantity not specified
2345624,21,1 stacker,1 stacker
2345624,155,1 cup,1 cup
2345624,80,1 regular,1 regular
2345624,40,1 half,1 half
2345624,30,1 miniature,1 miniature
2345624,7,1 slice,1 slice
2345625,60,Quantity not specified,Quantity not specified
2345625,14,1 slice,1 slice
2345625,155,1 cup,1 cup
2345625,80,1 spear,1 spear
2345626,150,1 cup,1 cup
2345626,30,Quantity not specified,Quantity not specified
2345627,30,Quantity not specified,Quantity not specified
2345627,100,1 cup,1 cup
2345628,160,1 cup,1 cup
2345628,30,Quantity not specified,Quantity not specified
2345629,7,1 slice,1 slice
2345629,30,Quantity not specified,Quantity not specified
2345629,155,1 cup,1 cup
2345630,5,Quantity not specified,Quantity not specified
2345630,2,Guideline amount per piece of sushi,Guideline amount per piece of sushi
2345630,16,1 tablespoon,1 tablespoon
2345631,30,Quantity not specified,Quantity not specified
2345631,170,1 cup,1 cup
2345632,310,Quantity not specified,Quantity not specified
2345632,248,1 cup,1 cup
2345633,310,Quantity not specified,Quantity not specified
2345633,248,1 cup,1 cup
2345633,602,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345634,301,Quantity not specified,Quantity not specified
2345634,245,1 cup,1 cup
2345635,245,1 cup,1 cup
2345635,301,Quantity not specified,Quantity not specified
2345636,301,Quantity not specified,Quantity not specified
2345636,245,1 cup,1 cup
2345637,245,Quantity not specified,Quantity not specified
2345637,245,1 cup,1 cup
2345638,244,1 cup,1 cup
2345638,300,Quantity not specified,Quantity not specified
2345638,593,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345639,300,Quantity not specified,Quantity not specified
2345639,244,1 cup,1 cup
2345640,248,1 cup,1 cup
2345640,602,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345640,310,Quantity not specified,Quantity not specified
2345641,593,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345641,244,1 cup,1 cup
2345641,300,Quantity not specified,Quantity not specified
2345642,305,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345642,244,1 cup,1 cup
2345642,300,Quantity not specified,Quantity not specified
2345643,307,Quantity not specified,Quantity not specified
2345643,246,1 cup,1 cup
2345644,593,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345644,300,Quantity not specified,Quantity not specified
2345644,244,1 cup,1 cup
2345645,241,1 cup,1 cup
2345645,301,Quantity not specified,Quantity not specified
2345646,317,Quantity not specified,Quantity not specified
2345646,254,1 cup,1 cup
2345647,310,Quantity not specified,Quantity not specified
2345647,248,1 cup,1 cup
2345648,230,1 cup,1 cup
2345648,287,Quantity not specified,Quantity not specified
2345649,586,"1 can (10.5 oz), prepared to directions","1 can (10.5 oz), prepared to directions"
2345649,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345649,532,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345649,301,Quantity not specified,Quantity not specified
2345649,434,1 microwave bowl,1 microwave bowl
2345649,241,1 cup,1 cup
2345650,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345650,531,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345650,300,Quantity not specified,Quantity not specified
2345650,244,1 cup,1 cup
2345650,434,1 microwave bowl,1 microwave bowl
2345651,316,Quantity not specified,Quantity not specified
2345651,253,1 cup,1 cup
2345652,292,Quantity not specified,Quantity not specified
2345652,234,1 cup,1 cup
2345653,301,Quantity not specified,Quantity not specified
2345653,241,1 cup,1 cup
2345654,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345654,434,1 microwave bowl,1 microwave bowl
2345654,532,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345654,299,Quantity not specified,Quantity not specified
2345654,239,1 cup,1 cup
2345655,235,1 cup,1 cup
2345655,294,Quantity not specified,Quantity not specified
2345656,241,1 cup,1 cup
2345656,586,"1 can (10.5 oz), prepared to directions","1 can (10.5 oz), prepared to directions"
2345656,532,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345656,434,1 microwave bowl,1 microwave bowl
2345656,301,Quantity not specified,Quantity not specified
2345656,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345657,434,1 microwave bowl,1 microwave bowl
2345657,425,1 Healthy Choice can (15 oz),1 Healthy Choice can (15 oz)
2345657,593,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345657,244,1 cup,1 cup
2345657,305,1 Soup at Hand container,1 Soup at Hand container
2345657,305,Quantity not specified,Quantity not specified
2345657,532,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345657,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345658,532,"1 Progresso can, ready-to-serve","1 Progresso can, ready-to-serve"
2345658,593,"1 can (10.75 oz), prepared to directions","1 can (10.75 oz), prepared to directions"
2345658,434,1 microwave bowl,1 microwave bowl
2345658,301,Quantity not specified,Quantity not specified
2345658,532,"1 Campbell's can, ready-to-serve","1 Campbell's can, ready-to-serve"
2345658,241,1 cup,1 cup
2345658,305,1 Soup at Hand container,1 Soup at Hand container
2345659,241,1 cup,1 cup
2345659,434,1 microwave bowl,1 microwave bowl
2345659,301,Quantity not specified,Quantity not specified
